name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
FOLLICLE HAIR CLINIC,follicle-hair-clinic,,"Nandan Apartment, C-72, Sarojini Marg, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9099217,75.8074673,+918696033160,,http://www.rootsandhair.com/,"Hair transplantation clinic, Cosmetic surgeon, Doctor, Hair removal service, Hair replacement service, Laser hair removal service, Oral and maxillofacial surgeon, Skin care clinic","{""Monday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Friday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 2\u202fPM, 5 to 7\u202fPM"", ""Sunday"": ""Closed""}",4.9,103,ChIJv4lKGKi2bTkRCQGl19dwXTk,https://www.google.com/maps/search/?api=1&query=FOLLICLE%20HAIR%20CLINIC&query_place_id=ChIJv4lKGKi2bTkRCQGl19dwXTk,https://lh3.googleusercontent.com/p/AF1QipP7ryhjS4Akw1_7hhjekR-qaKb26X-88QRkZYc=w408-h306-k-no,"Wheelchair Accessible, Credit Cards Accepted, Appointment Required",jai.folliclehairclinic.45@antidote-temp.com,false,pending,unclaimed
LAQUE Skin Care Clinic,laque-skin-care-clinic,,"Ground Floor, Lajpat Marg, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302007, India",Jaipur,Rajasthan,India,302007,26.9110395,75.8077652,,,,Skin care clinic,"{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",,0,ChIJA6rE9i-3bTkRz6_c63aWQIM,https://www.google.com/maps/search/?api=1&query=LAQUE%20Skin%20Care%20Clinic&query_place_id=ChIJA6rE9i-3bTkRz6_c63aWQIM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ArOHHdESk7O3JxWNgGM6Nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.22964&pitch=0&thumbfov=100,,jai.laqueskincareclinic.46@antidote-temp.com,false,pending,unclaimed
REBORN SKIN AND HAIR CLINIC,reborn-skin-and-hair-clinic,,"C32A, Prakash Kunj, Bapu Nagar, Jaipur, Rajasthan 302015, India",Jaipur,Rajasthan,India,302015,26.8922923,75.8074895,+919209279700,,https://rebornclinics.in/jaipur/skin-treatment-hair-transplant-clinic-near-bapu-nagar/?utm_source=google&utm_medium=gbp&utm_campaign=gbpwebsite,"Skin care clinic, Cosmetic surgeon, Hair transplantation clinic, Laser hair removal service","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10\u202fAM to 7\u202fPM""}",4.7,49,ChIJ_wOTUWy3bTkRSYo3VoaDb6U,https://www.google.com/maps/search/?api=1&query=REBORN%20SKIN%20AND%20HAIR%20CLINIC&query_place_id=ChIJ_wOTUWy3bTkRSYo3VoaDb6U,https://lh3.googleusercontent.com/p/AF1QipMShL0x5poafr0jCsZWXEAtDFAHqBfB6UKmz_zr=w408-h544-k-no,,jai.rebornskinandhaircli.47@antidote-temp.com,false,pending,unclaimed
Cosmo Skin and Allergy Clinic,cosmo-skin-and-allergy-clinic,,"1st Floor, Kuber Complex, opposite Police Headquarters, Lalkothi, Jaipur, Rajasthan 302015, India",Jaipur,Rajasthan,India,302015,26.8859764,75.7995044,+917014567211,,https://cosmoskinclinics.in/,Skin care clinic,"{""Monday"": ""12 to 8\u202fPM"", ""Tuesday"": ""12 to 8\u202fPM"", ""Wednesday"": ""12 to 8\u202fPM"", ""Thursday"": ""12 to 8\u202fPM"", ""Friday"": ""12 to 8\u202fPM"", ""Saturday"": ""12 to 8\u202fPM"", ""Sunday"": ""Closed""}",4.7,83,ChIJC9J7pbK1bTkRpA-8t0Drhr8,https://www.google.com/maps/search/?api=1&query=Cosmo%20Skin%20and%20Allergy%20Clinic&query_place_id=ChIJC9J7pbK1bTkRpA-8t0Drhr8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOgs4ci5s62qynlWamVtWEIqMLCmdQuVoR0fRgh_0x4DLqmGkCghAlTbii-MIaCHeTuR_rK2x7LPHEBVCAj1zaKhEI44Qa38wyIsT6vQdHE575Cp09VO8FcIuR57_TTk9PVcg=w408-h725-k-no,,jai.cosmoskinandallergyc.48@antidote-temp.com,false,pending,unclaimed
Smile Carve Dental Clinic and Facial Aesthetic Centre - Best Dentist/Best Dental Clinic/Best Dental Hospital in Jaipur,smile-carve-dental-clinic-and-facial-aesthetic-centre-best-dentistbest-dental-clinicbest-dental-hospital-in-jaipur,,"Nandan Apartment, 201, C- 72, Sarojini Marg, above baristaa Cafe and house of beans, C Scheme, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9097581,75.8075666,+918696033160,,http://www.smilecarve.com/,"Dental clinic, Cosmetic dentist, Dental radiology, Dentist, Emergency dental service, Hair transplantation clinic, Laser hair removal service, Oral and maxillofacial surgeon, Oral surgeon, Orthodontist","{""Monday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Friday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Sunday"": ""Closed""}",4.9,102,ChIJMTtWPai2bTkRSSDCFXzQkcY,https://www.google.com/maps/search/?api=1&query=Smile%20Carve%20Dental%20Clinic%20and%20Facial%20Aesthetic%20Centre%20-%20Best%20Dentist%2FBest%20Dental%20Clinic%2FBest%20Dental%20Hospital%20in%20Jaipur&query_place_id=ChIJMTtWPai2bTkRSSDCFXzQkcY,https://lh3.googleusercontent.com/p/AF1QipMkPt0hPqQrFvFHEssSRHkydW-G1DwONR0OAs0r=w408-h300-k-no,"Credit Cards Accepted, Appointment Required",jai.smilecarvedentalclin.49@antidote-temp.com,false,pending,unclaimed
Dentowell-The Dental and Laser Clinic,dentowell-the-dental-and-laser-clinic,,"C-32, in front of Ram Gali Number 8, BARAFKHANA, Adarsh Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8981778,75.8333999,+919462190909,,,"Dental clinic, Cosmetic dentist, Dental implants provider, Emergency dental service, Endodontist","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""Closed""}",4.2,63,ChIJCxnrXeq2bTkR98jk89DBr5w,https://www.google.com/maps/search/?api=1&query=Dentowell-The%20Dental%20and%20Laser%20Clinic&query_place_id=ChIJCxnrXeq2bTkR98jk89DBr5w,https://lh3.googleusercontent.com/p/AF1QipOnlScNQvMaE8M8WsTmtr7Ul8DffifkI-mYAOmV=w408-h463-k-no,Wheelchair Accessible,jai.dentowellthedentalan.50@antidote-temp.com,false,pending,unclaimed
ITS Clinic,its-clinic,,"J-4 (First Floor, Subhash Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,Rajasthan,India,302001,26.9060587,75.7962714,,,,Skin care clinic,,3.5,11,ChIJ97oVmgO0bTkRRdxaIDbX-cY,https://www.google.com/maps/search/?api=1&query=ITS%20Clinic&query_place_id=ChIJ97oVmgO0bTkRRdxaIDbX-cY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vXcALxOKTPi-Va6RzQeIQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.81522&pitch=0&thumbfov=100,,jai.itsclinic.51@antidote-temp.com,false,pending,unclaimed
GROVER’S THE IVORY Dental Clinic and Facial Aesthetics Centre,grovers-the-ivory-dental-clinic-and-facial-aesthetics-centre,,"Shivam Apartments, near SBI, Sector 3, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8882427,75.837573,+919772290018,,,"Dental clinic, Cosmetic dentist, Dental implants periodontist, Dental implants provider, Dentist, Doctor, Oral surgeon, Pediatric dentist, Skin care clinic, Teeth whitening service","{""Monday"": ""5:30 to 8:30\u202fPM"", ""Tuesday"": ""5:30 to 8:30\u202fPM"", ""Wednesday"": ""5:30 to 8:30\u202fPM"", ""Thursday"": ""5:30 to 8:30\u202fPM"", ""Friday"": ""5:30 to 8:30\u202fPM"", ""Saturday"": ""5:30 to 8:30\u202fPM"", ""Sunday"": ""10\u202fAM to 1\u202fPM""}",5,68,ChIJFTDwIui3bTkRhh9cgj5wfpU,https://www.google.com/maps/search/?api=1&query=GROVER%E2%80%99S%20THE%20IVORY%20Dental%20Clinic%20and%20Facial%20Aesthetics%20Centre&query_place_id=ChIJFTDwIui3bTkRhh9cgj5wfpU,https://lh3.googleusercontent.com/p/AF1QipOOMnBKS6ZCyeOFdPXDQmwzhCax7eWvwW5J98Oz=w408-h272-k-no,Appointment Required,jai.groverstheivorydenta.52@antidote-temp.com,false,pending,unclaimed
Skinfinity,skinfinity,,"4, SA 4, behind Seedling School, Sector 4, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8850375,75.8334886,+919829093124,,https://www.skinfinitylaser.com/,"Skin care clinic, Dermatologist, Laser hair removal service","{""Monday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Thursday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Friday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Saturday"": ""10\u202fAM to 2\u202fPM, 4:30 to 7:30\u202fPM"", ""Sunday"": ""Closed""}",4.5,88,ChIJAQAAsOi2bTkRmxWbxjE0EeE,https://www.google.com/maps/search/?api=1&query=Skinfinity&query_place_id=ChIJAQAAsOi2bTkRmxWbxjE0EeE,https://lh3.googleusercontent.com/p/AF1QipNblFg2YK06ooAFtnMPG-i-Idpo2vAwDceDnQS6=w408-h271-k-no,Wheelchair Accessible,jai.skinfinity.53@antidote-temp.com,false,pending,unclaimed
Abhishek Hospital,abhishek-hospital,,"B3 Dharam Singh Circle,धरम सिंघ सर्कल, B3, Moti Doongri Rd, Tilak Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.898858,75.819138,+919829013567,,http://abhishek-hospital.com/,"Hospital, Women's health clinic, Physician referral service, Plastic surgeon","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",4.8,1805,ChIJbR1MT722bTkRbEWg_zDiYmQ,https://www.google.com/maps/search/?api=1&query=Abhishek%20Hospital&query_place_id=ChIJbR1MT722bTkRbEWg_zDiYmQ,https://lh3.googleusercontent.com/p/AF1QipPLMYHH5jjgTwXl2knylOLVL2Pyju_yjO6553-C=w408-h272-k-no,Wheelchair Accessible,jai.abhishekhospital.54@antidote-temp.com,false,pending,unclaimed
Vanity Dranu,vanity-dranu,,"609, near Jain hospital, Sindhi Colony, Raja park, Jawahar Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8965381,75.8377742,+919829311899,,https://vanitydranu.com/,"Tattoo removal service, Skin care clinic, Laser hair removal service","{""Monday"": ""10:30\u202fAM to 7\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 7\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 7\u202fPM"", ""Thursday"": ""10:30\u202fAM to 7\u202fPM"", ""Friday"": ""10:30\u202fAM to 7\u202fPM"", ""Saturday"": ""10:30\u202fAM to 7\u202fPM"", ""Sunday"": ""10:30\u202fAM to 5\u202fPM""}",4.9,402,ChIJ40KBXum2bTkRpzWlGJWPw7I,https://www.google.com/maps/search/?api=1&query=Vanity%20Dranu&query_place_id=ChIJ40KBXum2bTkRpzWlGJWPw7I,https://lh3.googleusercontent.com/p/AF1QipMK16GD2DRT7JMuuF993BEfUHGuRdzCvy4VggvA=w408-h408-k-no,Digital Payments,jai.vanitydranu.55@antidote-temp.com,false,pending,unclaimed
Vanity Laser Clinic,vanity-laser-clinic,,"609, Jawahar Nagar Road, Rajapark, near Jain Hospital, Sindhi Colony, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8971756,75.8354014,+919829311899,,https://vanitydranu.com/,"Skin care clinic, Dermatologist","{""Monday"": ""10:30\u202fAM to 7\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 7\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 7\u202fPM"", ""Thursday"": ""10:30\u202fAM to 7\u202fPM"", ""Friday"": ""10:30\u202fAM to 7\u202fPM"", ""Saturday"": ""10:30\u202fAM to 7\u202fPM"", ""Sunday"": ""10:30\u202fAM to 5\u202fPM""}",5,1,ChIJV5cQW9e3bTkR9pETFhAVo9I,https://www.google.com/maps/search/?api=1&query=Vanity%20Laser%20Clinic&query_place_id=ChIJV5cQW9e3bTkR9pETFhAVo9I,https://lh3.googleusercontent.com/p/AF1QipPux7OneuXfJcme-0ni2dfmGIb4aJ2_ZEDTS7B3=w408-h407-k-no,,jai.vanitylaserclinic.56@antidote-temp.com,false,pending,unclaimed
Lady Loyall Clinic,lady-loyall-clinic,,"Second Floor, Pink Square Mall, Unit-203, 204, Raja Park, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.9034264,75.8367133,,,https://www.ladyloyallclinic.com/,Skin care clinic,"{""Monday"": ""9\u202fAM to 9\u202fPM"", ""Tuesday"": ""9\u202fAM to 9\u202fPM"", ""Wednesday"": ""9\u202fAM to 9\u202fPM"", ""Thursday"": ""9\u202fAM to 9\u202fPM"", ""Friday"": ""9\u202fAM to 9\u202fPM"", ""Saturday"": ""9\u202fAM to 9\u202fPM"", ""Sunday"": ""10\u202fAM to 8:30\u202fPM""}",5,43,ChIJmZgcJSy3bTkRykJQ2SgGBSM,https://www.google.com/maps/search/?api=1&query=Lady%20Loyall%20Clinic&query_place_id=ChIJmZgcJSy3bTkRykJQ2SgGBSM,https://lh3.googleusercontent.com/p/AF1QipM3oncTHxXGOatsqsvs-j1u80rRs-Yqn8AdfVZ1=w408-h271-k-no,,jai.ladyloyallclinic.57@antidote-temp.com,false,pending,unclaimed
The Esthetic Clinics,the-esthetic-clinics,,"Sharma Dental Clinic, Jagdish Enclave, G-1, Hawa Sadak Rd, opp. Ram Mandir, Keshav Nagar, Civil Lines, Jaipur, Rajasthan 302006, India",Jaipur,Rajasthan,India,302006,26.9028836,75.7858841,+917028065165,,https://www.theestheticclinic.com/,"Skin care clinic, Cosmetic dentist, Cosmetic surgeon, Dental clinic, Dentist, Dermatologist, Hair replacement service, Plastic surgeon, Plastic surgery clinic","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",,0,ChIJ4W9iUE-1bTkRCW-XFzCtkUI,https://www.google.com/maps/search/?api=1&query=The%20Esthetic%20Clinics&query_place_id=ChIJ4W9iUE-1bTkRCW-XFzCtkUI,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EkyI5GPjLDNYXgOLPktc-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.6198&pitch=0&thumbfov=100,Wheelchair Accessible,jai.theestheticclinics.58@antidote-temp.com,false,pending,unclaimed
Akaya - Health and Wellness Centre in Jaipur,akaya-health-and-wellness-centre-in-jaipur,,"173-A, near Om Apartment, Frontier Colony, Adarsh Nagar, Jaipur, Rajasthan 302004, India",Jaipur,Rajasthan,India,302004,26.8990183,75.8300281,+919414377801,,https://akayaclinic.com/,"Skin care clinic, Wellness center, Weight loss service","{""Monday"": ""8\u202fAM to 6\u202fPM"", ""Tuesday"": ""8\u202fAM to 6\u202fPM"", ""Wednesday"": ""8\u202fAM to 6\u202fPM"", ""Thursday"": ""8\u202fAM to 6\u202fPM"", ""Friday"": ""8\u202fAM to 6\u202fPM"", ""Saturday"": ""8\u202fAM to 6\u202fPM"", ""Sunday"": ""8\u202fAM to 2\u202fPM""}",4.7,58,ChIJDSkWkBS3bTkRrt8IOdKYsb8,https://www.google.com/maps/search/?api=1&query=Akaya%20-%20Health%20and%20Wellness%20Centre%20in%20Jaipur&query_place_id=ChIJDSkWkBS3bTkRrt8IOdKYsb8,https://lh3.googleusercontent.com/p/AF1QipM6TFKDKVgSUCu84zFrH9OZkxg7hsIZj5f5-WH7=w408-h725-k-no,Free Parking,jai.akayahealthandwellne.59@antidote-temp.com,false,pending,unclaimed
Dr. Shivam Goyal,dr-shivam-goyal,,"Nandpuri Main Rd, near Hilton Hotel, Dundlod House Colony, Hawa Sadak, Geejgarh Vihar Colony, Ramnagar, Jaipur, Rajasthan 302019, India",Jaipur,Rajasthan,India,302019,26.9000355,75.7837347,+918824240783,,https://drshivamhairtransplant.com/?utm_source=Google+My+Business+Listing&utm_medium=Shivam+Hair+Transplant&utm_campaign=Website+Button,"Hair transplantation clinic, Cosmetic surgeon, Dermatologist, Doctor, Hair replacement service, Laser hair removal service, Plastic surgeon, Skin care clinic","{""Monday"": ""10\u202fAM to 8:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 8:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 8:30\u202fPM"", ""Thursday"": ""10\u202fAM to 8:30\u202fPM"", ""Friday"": ""10\u202fAM to 8:30\u202fPM"", ""Saturday"": ""10\u202fAM to 8:30\u202fPM"", ""Sunday"": ""10\u202fAM to 2\u202fPM""}",4.7,64,ChIJg6IU2c21bTkRc6lpC4_XCeA,https://www.google.com/maps/search/?api=1&query=Dr.%20Shivam%20Goyal&query_place_id=ChIJg6IU2c21bTkRc6lpC4_XCeA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmZ8VoWnVdJE9C9O98ZYjca0gl6O_ymVhF_5L5h-OWSkcYUwiuK2MEsxDXAT-qSVDZsLcXI8GE7QlbJcqX6sjVGIBq70EfD8pHJneBcxYEI0APs-4cfrvW0GM4bpcoXww8Z1Gz=w408-h725-k-no,"Free Parking, Credit Cards Accepted",jai.drshivamgoyal.60@antidote-temp.com,false,pending,unclaimed
Dr. Shivam's Skin Center,dr-shivams-skin-center,,"Nandpuri Rd, near Hilton Hotel, Hawa Sadak, Geejgarh Vihar Colony, Bais Godam, Jaipur, Rajasthan 302019, India",Jaipur,Rajasthan,India,302019,26.8999579,75.7838238,+917022540022,,https://drshivamskincentre.in/,"Plastic surgery clinic, Cosmetic surgeon, Dermatologist, Doctor, Laser hair removal service, Plastic surgeon, Skin care clinic","{""Monday"": ""10\u202fAM to 8:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 8:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 8:30\u202fPM"", ""Thursday"": ""10\u202fAM to 8:30\u202fPM"", ""Friday"": ""10\u202fAM to 8:30\u202fPM"", ""Saturday"": ""10\u202fAM to 8:30\u202fPM"", ""Sunday"": ""10\u202fAM to 1\u202fPM""}",4.8,271,ChIJ_fg7BT61bTkRQF7SkK7t3O8,https://www.google.com/maps/search/?api=1&query=Dr.%20Shivam's%20Skin%20Center&query_place_id=ChIJ_fg7BT61bTkRQF7SkK7t3O8,https://lh3.googleusercontent.com/p/AF1QipO2GFITbT4fTeB8dyrV3PTJEqkIgC2vnw9EiJln=w408-h447-k-no,Wheelchair Accessible,jai.drshivamsskincenter.61@antidote-temp.com,false,pending,unclaimed
Glamo Skin & Aesthetic,glamo-skin-aesthetic,,"F, WQJR+PPG, 56, Kali Das Marg, opposite Bal Vishwas Bharti public, sr. sec. School, Sindhi Colony, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9317841,75.7918274,,,https://glamoskinaesthetics.netlify.app/,"Laser hair removal service, Cosmetic surgeon, Dental clinic, Dermatologist, Facial spa, Hair replacement service, Hair transplantation clinic, Health and beauty shop, Plastic surgeon, Skin care clinic","{""Monday"": ""11\u202fAM to 7\u202fPM"", ""Tuesday"": ""11\u202fAM to 7\u202fPM"", ""Wednesday"": ""11\u202fAM to 7\u202fPM"", ""Thursday"": ""11\u202fAM to 7\u202fPM"", ""Friday"": ""11\u202fAM to 7\u202fPM"", ""Saturday"": ""11\u202fAM to 7\u202fPM"", ""Sunday"": ""11\u202fAM to 7\u202fPM""}",5,5,ChIJF8OaQs2xbTkRtUuF_CDiBMM,https://www.google.com/maps/search/?api=1&query=Glamo%20Skin%20%26%20Aesthetic&query_place_id=ChIJF8OaQs2xbTkRtUuF_CDiBMM,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0oglPNVBm6AYP-GQc9C2tfXapQT6nGlVl8sXgzwHeNeY4o8J4lYFHv_DAyGtERe-zR39hG9JtWt47AnIqFM0bLPp2oKgO1haPstH__9mzpcDMO870QsPvZ9p4Bm57HJ8s6GEX5ZcxD5O3=w426-h240-k-no,"Free Parking, Credit Cards Accepted, Appointment Required",jai.glamoskinaesthetic.62@antidote-temp.com,false,pending,unclaimed
Azure Skin Laser & Aesthetics,azure-skin-laser-aesthetics,,"Akshat Enclave, Kanti Chandra Rd, Kanti Nagar, Sindhi Camp, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.924428,75.7953748,+919549515726,,http://www.azureskinclinic.com/,"Skin care clinic, Dermatologist, Ear piercing service, Hair replacement service, Laser hair removal service","{""Monday"": ""10\u202fAM to 7:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 7:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 7:30\u202fPM"", ""Thursday"": ""10\u202fAM to 7:30\u202fPM"", ""Friday"": ""10\u202fAM to 7:30\u202fPM"", ""Saturday"": ""10\u202fAM to 7:30\u202fPM"", ""Sunday"": ""Closed""}",4.1,64,ChIJKVPay_GzbTkRp1qPLVOI-vw,https://www.google.com/maps/search/?api=1&query=Azure%20Skin%20Laser%20%26%20Aesthetics&query_place_id=ChIJKVPay_GzbTkRp1qPLVOI-vw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nos63IIjLCab8MA_ESvHxdexlOfSv512hViWpz_Zm93YmFJ3zCnJj1pcBbO8QpCY_pr4_b8PAA26YxM3Qp_TosJBLwzER_Gag0DMMW3V-XR4Al8dt3U0AJgfjsue8GmYNwD89pI=w408-h306-k-no,,jai.azureskinlaseraesthe.63@antidote-temp.com,false,pending,unclaimed
Dr Vishal Chugh,dr-vishal-chugh,,"Plot No. S-6, opp. Mangalam GeejGarh House, Hawa Sadak, Keshav Nagar, Civil Lines, Jaipur, Rajasthan 302006, India",Jaipur,Rajasthan,India,302006,26.9027199,75.7851873,+917062161000,,https://radiantskinclinic.in/,"Skin care clinic, Cosmetic surgeon, Dermatologist, Facial spa, Hair transplantation clinic, Laser hair removal service, Tattoo removal service","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10\u202fAM to 1\u202fPM""}",4.9,5947,ChIJv9UrBRO0bTkRRasQ1A5nJ9A,https://www.google.com/maps/search/?api=1&query=Dr%20Vishal%20Chugh&query_place_id=ChIJv9UrBRO0bTkRRasQ1A5nJ9A,https://lh3.googleusercontent.com/p/AF1QipN8oNpx3AMCA1VFYNP7sQHdl4lGFWtVjdz8U1ZF=w408-h272-k-no,"Credit Cards Accepted, Appointment Required",jai.drvishalchugh.64@antidote-temp.com,false,pending,unclaimed
"Clove Dental in Bani Park, Jaipur",clove-dental-in-bani-park-jaipur,,"Shiv Marg, Banipark, Kanti Nagar, Bani Park, Jaipur, Rajasthan 302016, India",Jaipur,Rajasthan,India,302016,26.9288779,75.7986874,+911169271082,,https://clovedental.in/dentist-near-me/jaipur/bani-park?utm_source=website&utm_medium=gmb&utm_campaign=Jaipur_Bani_Park_GMB_Jaipur,"Dental clinic, Dental hygienist, Dental implants periodontist, Dentist, Endodontist, Orthodontist","{""Monday"": ""Closed"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 8\u202fPM""}",4.9,892,ChIJ9WARGfuzbTkRPKysgcUWg44,https://www.google.com/maps/search/?api=1&query=Clove%20Dental%20in%20Bani%20Park%2C%20Jaipur&query_place_id=ChIJ9WARGfuzbTkRPKysgcUWg44,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptxIKT3zg6ZJZPJmu5ig6pbZ2MJ0tdW1xh-9y5a1xdMRybmUMg36D6-Fg1frtOM3CQkEhi5zvYGZJwtTw9g7WAeudgSh3V-s_H-vUH21SFH7aCoL-STZtJQdvlh4XQlevYF6SW=w408-h306-k-no,"Wheelchair Accessible, Digital Payments, Appointment Required",jai.clovedentalinbanipar.65@antidote-temp.com,false,pending,unclaimed
